flight_number,aircraft_registration,origin,destination,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,gate,delay_minutes,passengers_booked
TU1499,TS-IMC,Tunis,Brussels,2025-12-11 21:02:00,2025-12-11 23:31:00,2025-12-11 21:07:00,2025-12-11 23:37:00,landed,B24,5,84
TU1500,TS-IMB,Djerba,Dubai,2025-12-11 21:25:00,2025-12-12 00:38:00,2025-12-11 21:25:00,2025-12-12 00:44:00,landed,A4,0,48
TU1501,TS-IMD,Sfax,Munich,2025-12-11 22:52:00,2025-12-12 02:05:00,2025-12-11 22:52:00,2025-12-12 02:10:00,landed,C23,0,114
TU1502,TS-IMD,Sfax,Rome,2025-12-12 06:00:00,2025-12-12 08:22:00,2025-12-12 06:20:00,2025-12-12 08:33:00,landed,D22,20,129
TU1503,TS-IOD,Sfax,Algiers,2025-12-12 06:41:00,2025-12-12 07:43:00,2025-12-12 06:41:00,2025-12-12 07:44:00,landed,A21,0,101
TU1504,TS-IMB,Tunis,Cairo,2025-12-12 07:02:00,2025-12-12 10:14:00,2025-12-12 07:22:00,2025-12-12 10:18:00,landed,C10,20,56
TU1505,TS-IOD,Sfax,Lyon,2025-12-12 10:56:00,2025-12-12 12:57:00,,,delayed,C12,10,98
TU1506,TS-IOB,Tunis,Milan,2025-12-12 12:36:00,2025-12-12 14:19:00,2025-12-12 12:36:00,2025-12-12 14:24:00,landed,B17,0,97
TU1507,TS-IOD,Enfidha,Frankfurt,2025-12-12 12:40:00,2025-12-12 16:05:00,2025-12-12 12:45:00,2025-12-12 16:09:00,landed,B12,5,171
TU1508,TS-IOE,Djerba,Madrid,2025-12-12 13:26:00,2025-12-12 15:39:00,2025-12-12 13:41:00,2025-12-12 15:50:00,landed,A20,15,89
TU1509,TS-IOC,Sfax,Brussels,2025-12-12 13:46:00,2025-12-12 16:09:00,2025-12-12 13:51:00,2025-12-12 16:24:00,landed,B2,5,60
TU1510,TS-IMD,Tunis,Doha,2025-12-12 14:47:00,2025-12-12 18:53:00,2025-12-12 14:47:00,2025-12-12 19:03:00,landed,C1,0,133
TU1511,TS-IOE,Enfidha,Abu Dhabi,2025-12-12 15:09:00,2025-12-12 19:10:00,2025-12-12 15:19:00,2025-12-12 19:28:00,landed,C6,10,70
TU1512,TS-IMD,Sfax,Venice,2025-12-12 17:39:00,2025-12-12 19:39:00,2025-12-12 17:39:00,2025-12-12 19:51:00,landed,C16,0,62
TU1513,TS-IOB,Monastir,Doha,2025-12-12 17:54:00,2025-12-12 20:57:00,2025-12-12 17:54:00,2025-12-12 21:12:00,landed,A3,0,117
TU1514,TS-IMD,Enfidha,Frankfurt,2025-12-12 19:14:00,2025-12-12 22:41:00,2025-12-12 19:24:00,2025-12-12 22:59:00,landed,A11,10,93
TU1515,TS-IMF,Tunis,Amsterdam,2025-12-12 19:20:00,2025-12-12 21:42:00,2025-12-12 19:30:00,2025-12-12 21:39:00,landed,D22,10,170
TU1516,TS-IOA,Tunis,Munich,2025-12-12 20:52:00,2025-12-13 00:07:00,2025-12-12 21:07:00,2025-12-13 00:21:00,landed,C16,15,104
TU1517,TS-IOA,Sfax,Rome,2025-12-12 21:16:00,2025-12-12 23:29:00,2025-12-12 21:26:00,2025-12-12 23:28:00,landed,C3,10,172
TU1518,TS-IMF,Monastir,Abu Dhabi,2025-12-12 22:30:00,2025-12-13 03:07:00,2025-12-12 22:35:00,2025-12-13 03:18:00,landed,B12,5,122
TU1519,TS-IMF,Monastir,Casablanca,2025-12-13 05:36:00,2025-12-13 08:24:00,2025-12-13 05:46:00,2025-12-13 08:21:00,landed,A11,10,137
TU1520,TS-IOA,Djerba,Dubai,2025-12-13 08:40:00,2025-12-13 13:34:00,2025-12-13 08:50:00,2025-12-13 13:44:00,landed,B13,10,143
TU1521,TS-IME,Sfax,Munich,2025-12-13 08:52:00,2025-12-13 11:35:00,2025-12-13 09:02:00,2025-12-13 11:34:00,landed,B1,10,76
TU1522,TS-IOB,Tunis,Paris,2025-12-13 10:07:00,2025-12-13 12:06:00,,,delayed,C12,25,104
TU1523,TS-IOC,Sfax,Brussels,2025-12-13 11:12:00,2025-12-13 13:01:00,2025-12-13 11:12:00,2025-12-13 13:18:00,landed,B18,0,47
TU1524,TS-IOD,Monastir,Istanbul,2025-12-13 13:16:00,2025-12-13 16:19:00,2025-12-13 13:16:00,2025-12-13 16:36:00,landed,C11,0,112
TU1525,TS-IOE,Monastir,Lyon,2025-12-13 13:59:00,2025-12-13 15:29:00,2025-12-13 14:04:00,2025-12-13 15:34:00,landed,C8,5,75
TU1526,TS-IOD,Djerba,Marseille,2025-12-13 14:54:00,2025-12-13 17:02:00,2025-12-13 14:54:00,2025-12-13 17:11:00,landed,D3,0,37
TU1527,TS-IOA,Djerba,Paris,2025-12-13 15:24:00,2025-12-13 17:14:00,,,delayed,B2,60,172
TU1528,TS-IMC,Monastir,Milan,2025-12-13 20:19:00,2025-12-13 22:35:00,2025-12-13 20:29:00,2025-12-13 22:51:00,landed,D2,10,93
TU1529,TS-IME,Tunis,Istanbul,2025-12-13 21:26:00,2025-12-14 02:12:00,2025-12-13 21:26:00,2025-12-14 02:25:00,landed,A23,0,182
TU1530,TS-IMB,Djerba,Casablanca,2025-12-13 21:34:00,2025-12-13 23:59:00,2025-12-13 21:49:00,2025-12-14 00:10:00,landed,B14,15,94
TU1531,TS-IMF,Djerba,Munich,2025-12-13 22:11:00,2025-12-14 00:14:00,2025-12-13 22:11:00,2025-12-14 00:24:00,landed,C22,0,101
TU1532,TS-IMD,Djerba,Brussels,2025-12-13 22:35:00,2025-12-14 00:14:00,2025-12-13 22:50:00,2025-12-14 00:32:00,landed,D17,15,104
TU1533,TS-IMC,Monastir,Dubai,2025-12-13 22:55:00,2025-12-14 03:38:00,2025-12-13 22:55:00,2025-12-14 03:54:00,landed,D6,0,119
TU1534,TS-IOC,Enfidha,Geneva,2025-12-14 08:44:00,2025-12-14 10:23:00,2025-12-14 08:49:00,2025-12-14 10:30:00,landed,A21,5,114
TU1535,TS-IME,Djerba,Algiers,2025-12-14 11:10:00,2025-12-14 13:14:00,2025-12-14 11:20:00,2025-12-14 13:21:00,landed,D9,10,126
TU1536,TS-IMD,Sfax,Tripoli,2025-12-14 13:45:00,2025-12-14 15:20:00,2025-12-14 13:45:00,2025-12-14 15:29:00,landed,C21,0,122
TU1537,TS-IMB,Djerba,Tripoli,2025-12-14 15:52:00,2025-12-14 17:16:00,2025-12-14 16:12:00,2025-12-14 17:33:00,landed,A6,20,148
TU1538,TS-IMF,Tunis,Rome,2025-12-14 16:13:00,2025-12-14 18:43:00,2025-12-14 16:33:00,2025-12-14 18:42:00,landed,C15,20,136
TU1539,TS-IMB,Tunis,Venice,2025-12-14 17:12:00,2025-12-14 18:40:00,2025-12-14 17:22:00,2025-12-14 18:46:00,landed,D11,10,179
TU1540,TS-IMB,Djerba,Barcelona,2025-12-14 17:45:00,2025-12-14 20:33:00,2025-12-14 17:55:00,2025-12-14 20:50:00,landed,A8,10,139
TU1541,TS-IMD,Enfidha,Tripoli,2025-12-14 19:26:00,2025-12-14 21:30:00,2025-12-14 19:26:00,2025-12-14 21:45:00,landed,A24,0,123
TU1542,TS-IMD,Sfax,Amsterdam,2025-12-14 19:48:00,2025-12-14 22:51:00,2025-12-14 19:48:00,2025-12-14 23:02:00,landed,D22,0,25
TU1543,TS-IMD,Enfidha,Rome,2025-12-14 20:45:00,2025-12-14 23:10:00,2025-12-14 20:45:00,2025-12-14 23:11:00,landed,A21,0,83
TU1544,TS-IOC,Enfidha,Barcelona,2025-12-14 22:05:00,2025-12-15 00:58:00,2025-12-14 22:15:00,2025-12-15 00:56:00,landed,C22,10,157
TU1545,TS-IOE,Djerba,Madrid,2025-12-15 10:57:00,2025-12-15 13:45:00,2025-12-15 11:02:00,2025-12-15 13:59:00,landed,D4,5,156
TU1546,TS-IOA,Tunis,Venice,2025-12-15 11:40:00,2025-12-15 13:02:00,2025-12-15 11:40:00,2025-12-15 12:59:00,landed,D11,0,128
TU1547,TS-IMC,Tunis,Zurich,2025-12-15 12:26:00,2025-12-15 13:58:00,2025-12-15 12:26:00,2025-12-15 13:57:00,landed,A15,0,23
TU1548,TS-IOE,Djerba,Geneva,2025-12-15 13:58:00,2025-12-15 16:10:00,2025-12-15 13:58:00,2025-12-15 16:27:00,landed,A15,0,42
TU1549,TS-IOA,Djerba,Cairo,2025-12-15 14:43:00,2025-12-15 19:37:00,2025-12-15 14:48:00,2025-12-15 19:54:00,landed,B2,5,152
TU1550,TS-IOC,Djerba,Milan,2025-12-15 15:56:00,2025-12-15 17:50:00,2025-12-15 15:56:00,2025-12-15 18:01:00,landed,C7,0,120
TU1551,TS-IMB,Enfidha,Cairo,2025-12-15 16:04:00,2025-12-15 20:07:00,2025-12-15 16:04:00,2025-12-15 20:18:00,landed,D12,0,119
TU1552,TS-IMC,Monastir,Milan,2025-12-15 19:01:00,2025-12-15 21:30:00,2025-12-15 19:01:00,2025-12-15 21:29:00,landed,C11,0,94
TU1553,TS-IMB,Djerba,Istanbul,2025-12-15 19:47:00,2025-12-16 00:41:00,2025-12-15 19:52:00,2025-12-16 00:51:00,landed,B7,5,75
TU1554,TS-IMD,Djerba,Milan,2025-12-15 20:12:00,2025-12-15 22:03:00,2025-12-15 20:27:00,2025-12-15 22:11:00,landed,C12,15,89
TU1555,TS-IMC,Monastir,Casablanca,2025-12-15 22:04:00,2025-12-16 01:30:00,2025-12-15 22:09:00,2025-12-16 01:30:00,landed,D12,5,151
TU1556,TS-IOD,Tunis,Doha,2025-12-15 22:16:00,2025-12-16 01:19:00,2025-12-15 22:16:00,2025-12-16 01:34:00,landed,C11,0,114
TU1557,TS-IOD,Enfidha,Brussels,2025-12-15 22:28:00,2025-12-16 00:49:00,,,cancelled,C17,0,0
TU1558,TS-IOE,Djerba,Rome,2025-12-16 07:04:00,2025-12-16 08:47:00,,,delayed,C21,30,118
TU1559,TS-IOE,Enfidha,Paris,2025-12-16 07:22:00,2025-12-16 09:03:00,2025-12-16 07:27:00,2025-12-16 09:15:00,landed,D20,5,122
TU1560,TS-IOD,Enfidha,Dubai,2025-12-16 07:53:00,2025-12-16 12:28:00,2025-12-16 08:13:00,2025-12-16 12:46:00,landed,B23,20,145
TU1561,TS-IME,Monastir,Venice,2025-12-16 08:35:00,2025-12-16 10:25:00,,,delayed,B24,25,54
TU1562,TS-IOD,Tunis,Rome,2025-12-16 10:36:00,2025-12-16 11:43:00,2025-12-16 10:36:00,2025-12-16 11:50:00,landed,D13,0,160
TU1563,TS-IMD,Monastir,Lyon,2025-12-16 10:40:00,2025-12-16 12:18:00,2025-12-16 10:40:00,2025-12-16 12:34:00,landed,D10,0,129
TU1564,TS-IOC,Djerba,Munich,2025-12-16 11:39:00,2025-12-16 14:47:00,2025-12-16 11:39:00,2025-12-16 14:54:00,landed,C2,0,63
TU1565,TS-IMF,Tunis,Abu Dhabi,2025-12-16 15:38:00,2025-12-16 19:01:00,2025-12-16 15:38:00,2025-12-16 19:00:00,landed,C14,0,132
TU1566,TS-IMD,Enfidha,Abu Dhabi,2025-12-16 18:27:00,2025-12-16 23:25:00,2025-12-16 18:47:00,2025-12-16 23:37:00,landed,A4,20,52
TU1567,TS-IMF,Enfidha,Istanbul,2025-12-16 22:08:00,2025-12-17 01:14:00,2025-12-16 22:08:00,2025-12-17 01:11:00,landed,C15,0,138
TU1568,TS-IMF,Enfidha,Milan,2025-12-17 07:48:00,2025-12-17 10:08:00,2025-12-17 08:03:00,2025-12-17 10:22:00,landed,B3,15,81
TU1569,TS-IOE,Monastir,Munich,2025-12-17 07:53:00,2025-12-17 10:17:00,2025-12-17 08:08:00,2025-12-17 10:20:00,landed,D2,15,74
TU1570,TS-IME,Enfidha,Doha,2025-12-17 09:27:00,2025-12-17 13:08:00,2025-12-17 09:27:00,2025-12-17 13:09:00,landed,A13,0,77
TU1571,TS-IMC,Djerba,Istanbul,2025-12-17 10:35:00,2025-12-17 13:37:00,2025-12-17 10:55:00,2025-12-17 13:38:00,landed,A15,20,62
TU1572,TS-IOD,Enfidha,Amsterdam,2025-12-17 11:35:00,2025-12-17 14:10:00,2025-12-17 11:35:00,2025-12-17 14:26:00,landed,B3,0,77
TU1573,TS-IOC,Enfidha,Lyon,2025-12-17 11:42:00,2025-12-17 13:09:00,2025-12-17 11:57:00,2025-12-17 13:18:00,landed,A8,15,34
TU1574,TS-IMD,Tunis,Geneva,2025-12-17 13:04:00,2025-12-17 14:28:00,2025-12-17 13:19:00,2025-12-17 14:29:00,landed,B1,15,148
TU1575,TS-IOC,Enfidha,Lyon,2025-12-17 17:15:00,2025-12-17 19:22:00,2025-12-17 17:15:00,2025-12-17 19:20:00,landed,D23,0,112
TU1576,TS-IOC,Djerba,Lyon,2025-12-17 18:02:00,2025-12-17 20:12:00,2025-12-17 18:12:00,2025-12-17 20:23:00,landed,B1,10,148
TU1577,TS-IME,Enfidha,Tripoli,2025-12-17 20:36:00,2025-12-17 21:56:00,2025-12-17 20:41:00,2025-12-17 22:03:00,landed,B5,5,164
TU1578,TS-IMF,Tunis,Dubai,2025-12-18 05:57:00,2025-12-18 09:23:00,2025-12-18 06:12:00,2025-12-18 09:37:00,landed,A22,15,118
TU1579,TS-IMD,Enfidha,Casablanca,2025-12-18 06:22:00,2025-12-18 09:38:00,,,delayed,B5,20,73
TU1580,TS-IOB,Djerba,Nice,2025-12-18 06:46:00,2025-12-18 08:00:00,,,delayed,D21,40,151
TU1581,TS-IOD,Enfidha,Tripoli,2025-12-18 09:18:00,2025-12-18 11:13:00,2025-12-18 09:38:00,2025-12-18 11:20:00,landed,D8,20,62
TU1582,TS-IOB,Monastir,Geneva,2025-12-18 12:29:00,2025-12-18 13:30:00,2025-12-18 12:44:00,2025-12-18 13:44:00,landed,A16,15,181
TU1583,TS-IMF,Monastir,Dubai,2025-12-18 12:48:00,2025-12-18 16:53:00,2025-12-18 13:08:00,2025-12-18 17:03:00,landed,B22,20,101
TU1584,TS-IOE,Djerba,Brussels,2025-12-18 16:14:00,2025-12-18 17:34:00,2025-12-18 16:19:00,2025-12-18 17:32:00,landed,B20,5,39
TU1585,TS-IMB,Monastir,Munich,2025-12-18 17:24:00,2025-12-18 19:51:00,,,delayed,A24,10,150
TU1586,TS-IOA,Djerba,Rome,2025-12-18 17:55:00,2025-12-18 20:06:00,2025-12-18 17:55:00,2025-12-18 20:13:00,landed,C4,0,96
TU1587,TS-IMD,Enfidha,Tripoli,2025-12-18 20:42:00,2025-12-18 21:51:00,2025-12-18 20:42:00,2025-12-18 22:04:00,landed,C11,0,76
TU1588,TS-IMD,Enfidha,Madrid,2025-12-18 21:02:00,2025-12-19 00:28:00,2025-12-18 21:17:00,2025-12-19 00:42:00,landed,D2,15,66
TU1589,TS-IOE,Monastir,Casablanca,2025-12-18 21:11:00,2025-12-18 23:43:00,2025-12-18 21:16:00,2025-12-18 23:42:00,landed,B2,5,70
TU1590,TS-IOD,Tunis,Zurich,2025-12-19 05:45:00,2025-12-19 07:50:00,2025-12-19 05:45:00,2025-12-19 07:51:00,landed,D23,0,117
TU1591,TS-IOA,Tunis,Abu Dhabi,2025-12-19 06:34:00,2025-12-19 11:23:00,2025-12-19 06:39:00,2025-12-19 11:24:00,landed,D2,5,151
TU1592,TS-IMF,Sfax,Marseille,2025-12-19 07:59:00,2025-12-19 10:01:00,2025-12-19 08:09:00,2025-12-19 10:16:00,landed,B10,10,145
TU1593,TS-IOC,Tunis,Doha,2025-12-19 08:04:00,2025-12-19 12:44:00,2025-12-19 08:24:00,2025-12-19 12:51:00,landed,C23,20,115
TU1594,TS-IMF,Sfax,Madrid,2025-12-19 08:49:00,2025-12-19 11:27:00,2025-12-19 09:09:00,2025-12-19 11:28:00,landed,C8,20,61
TU1595,TS-IOD,Monastir,Munich,2025-12-19 10:03:00,2025-12-19 12:54:00,2025-12-19 10:03:00,2025-12-19 13:02:00,landed,C7,0,89
TU1596,TS-IME,Djerba,Tripoli,2025-12-19 10:26:00,2025-12-19 11:49:00,,,delayed,A13,15,142
TU1597,TS-IOE,Tunis,Marseille,2025-12-19 10:29:00,2025-12-19 12:45:00,2025-12-19 10:44:00,2025-12-19 12:47:00,landed,A21,15,140
TU1598,TS-IOA,Enfidha,Cairo,2025-12-19 14:20:00,2025-12-19 19:12:00,2025-12-19 14:20:00,2025-12-19 19:20:00,landed,D24,0,129
TU1599,TS-IMC,Enfidha,Madrid,2025-12-19 14:59:00,2025-12-19 17:18:00,,,delayed,A18,10,168
TU1600,TS-IOB,Djerba,Tripoli,2025-12-19 16:02:00,2025-12-19 18:14:00,2025-12-19 16:12:00,2025-12-19 18:25:00,landed,C24,10,103
TU1601,TS-IMF,Tunis,Amsterdam,2025-12-19 17:38:00,2025-12-19 19:50:00,2025-12-19 17:38:00,2025-12-19 19:57:00,landed,B10,0,133
TU1602,TS-IMF,Enfidha,Abu Dhabi,2025-12-19 17:50:00,2025-12-19 21:59:00,2025-12-19 17:55:00,2025-12-19 22:00:00,landed,D24,5,159
TU1603,TS-IOE,Enfidha,Brussels,2025-12-19 20:15:00,2025-12-19 22:35:00,2025-12-19 20:35:00,2025-12-19 22:45:00,landed,A11,20,49
TU1604,TS-IOA,Sfax,Venice,2025-12-19 22:24:00,2025-12-20 00:24:00,2025-12-19 22:24:00,2025-12-20 00:27:00,landed,A5,0,180
TU1605,TS-IOC,Enfidha,London,2025-12-20 05:37:00,2025-12-20 08:16:00,2025-12-20 05:37:00,2025-12-20 08:32:00,landed,C9,0,131
TU1606,TS-IOD,Djerba,Marseille,2025-12-20 06:26:00,2025-12-20 07:53:00,2025-12-20 06:31:00,2025-12-20 07:52:00,landed,A6,5,142
TU1607,TS-IME,Sfax,London,2025-12-20 06:44:00,2025-12-20 09:18:00,2025-12-20 06:44:00,2025-12-20 09:20:00,landed,C24,0,123
TU1608,TS-IME,Tunis,Casablanca,2025-12-20 07:13:00,2025-12-20 10:40:00,2025-12-20 07:13:00,2025-12-20 10:37:00,landed,B14,0,134
TU1609,TS-IOD,Enfidha,Madrid,2025-12-20 07:33:00,2025-12-20 09:42:00,2025-12-20 07:33:00,2025-12-20 09:39:00,landed,B10,0,137
TU1610,TS-IMF,Sfax,London,2025-12-20 08:20:00,2025-12-20 11:27:00,2025-12-20 08:40:00,2025-12-20 11:35:00,landed,D13,20,161
TU1611,TS-IOB,Sfax,Munich,2025-12-20 08:52:00,2025-12-20 11:09:00,2025-12-20 08:52:00,2025-12-20 11:20:00,landed,D6,0,128
TU1612,TS-IOD,Monastir,Algiers,2025-12-20 09:09:00,2025-12-20 10:52:00,2025-12-20 09:19:00,2025-12-20 10:53:00,landed,D4,10,126
TU1613,TS-IME,Monastir,Rome,2025-12-20 09:57:00,2025-12-20 11:46:00,,,delayed,A21,30,61
TU1614,TS-IOA,Tunis,Barcelona,2025-12-20 14:38:00,2025-12-20 17:16:00,2025-12-20 14:58:00,2025-12-20 17:18:00,landed,B5,20,135
TU1615,TS-IOA,Enfidha,Nice,2025-12-20 17:46:00,2025-12-20 19:23:00,2025-12-20 17:46:00,2025-12-20 19:34:00,landed,B5,0,143
TU1616,TS-IME,Tunis,Nice,2025-12-20 18:09:00,2025-12-20 19:19:00,2025-12-20 18:24:00,2025-12-20 19:35:00,landed,D13,15,116
TU1617,TS-IOA,Sfax,Amsterdam,2025-12-20 19:01:00,2025-12-20 21:46:00,2025-12-20 19:01:00,2025-12-20 21:56:00,landed,D20,0,165
TU1618,TS-IMC,Enfidha,Rome,2025-12-20 20:36:00,2025-12-20 22:41:00,2025-12-20 20:46:00,2025-12-20 22:45:00,landed,C7,10,61
TU1619,TS-IMF,Tunis,Casablanca,2025-12-20 22:15:00,2025-12-21 01:44:00,2025-12-20 22:25:00,2025-12-21 01:54:00,landed,C4,10,60
TU1620,TS-IOC,Djerba,Munich,2025-12-21 11:54:00,2025-12-21 15:23:00,2025-12-21 12:14:00,2025-12-21 15:40:00,landed,A7,20,133
TU1621,TS-IOE,Tunis,Nice,2025-12-21 12:37:00,2025-12-21 14:27:00,2025-12-21 12:37:00,2025-12-21 14:34:00,landed,A5,0,167
TU1622,TS-IOA,Tunis,Barcelona,2025-12-21 13:43:00,2025-12-21 15:54:00,2025-12-21 13:43:00,2025-12-21 15:58:00,landed,C7,0,16
TU1623,TS-IMD,Monastir,Lyon,2025-12-21 14:03:00,2025-12-21 15:29:00,,,delayed,A6,60,129
TU1624,TS-IMC,Enfidha,Nice,2025-12-21 14:39:00,2025-12-21 16:24:00,2025-12-21 14:44:00,2025-12-21 16:33:00,landed,C1,5,142
TU1625,TS-IOC,Monastir,Lyon,2025-12-21 18:00:00,2025-12-21 19:05:00,2025-12-21 18:00:00,2025-12-21 19:05:00,landed,B16,0,119
TU1626,TS-IMD,Tunis,Brussels,2025-12-21 18:19:00,2025-12-21 19:35:00,2025-12-21 18:19:00,2025-12-21 19:35:00,landed,A22,0,118
TU1627,TS-IOE,Tunis,Dubai,2025-12-21 18:57:00,2025-12-21 23:04:00,,,delayed,D22,30,105
TU1628,TS-IMB,Enfidha,Rome,2025-12-21 20:33:00,2025-12-21 21:38:00,2025-12-21 20:33:00,2025-12-21 21:56:00,landed,B1,0,121
TU1629,TS-IOB,Tunis,Barcelona,2025-12-21 21:18:00,2025-12-22 00:29:00,2025-12-21 21:18:00,2025-12-22 00:36:00,landed,C9,0,93
TU1630,TS-IOC,Enfidha,Munich,2025-12-21 21:21:00,2025-12-22 00:45:00,,,delayed,A8,25,100
TU1631,TS-IMD,Djerba,Abu Dhabi,2025-12-22 05:33:00,2025-12-22 09:15:00,2025-12-22 05:38:00,2025-12-22 09:29:00,landed,A10,5,131
TU1632,TS-IOE,Tunis,Barcelona,2025-12-22 07:08:00,2025-12-22 10:01:00,2025-12-22 07:23:00,2025-12-22 10:11:00,landed,D17,15,112
TU1633,TS-IOB,Djerba,Marseille,2025-12-22 09:23:00,2025-12-22 11:26:00,2025-12-22 09:38:00,2025-12-22 11:33:00,landed,D14,15,177
TU1634,TS-IOB,Monastir,Munich,2025-12-22 12:51:00,2025-12-22 14:56:00,2025-12-22 12:51:00,2025-12-22 15:06:00,landed,D13,0,164
TU1635,TS-IMD,Monastir,Venice,2025-12-22 14:31:00,2025-12-22 16:18:00,2025-12-22 14:41:00,2025-12-22 16:30:00,landed,D15,10,107
TU1636,TS-IOA,Djerba,London,2025-12-22 14:41:00,2025-12-22 16:47:00,2025-12-22 14:56:00,2025-12-22 16:51:00,landed,B2,15,112
TU1637,TS-IOC,Tunis,Doha,2025-12-22 14:48:00,2025-12-22 19:00:00,2025-12-22 14:48:00,2025-12-22 19:15:00,landed,A17,0,38
TU1638,TS-IMF,Enfidha,Brussels,2025-12-22 14:54:00,2025-12-22 17:14:00,2025-12-22 15:09:00,2025-12-22 17:19:00,landed,A2,15,106
TU1639,TS-IOA,Sfax,Doha,2025-12-22 15:55:00,2025-12-22 20:51:00,2025-12-22 15:55:00,2025-12-22 21:01:00,landed,D13,0,108
TU1640,TS-IOC,Enfidha,Geneva,2025-12-22 16:45:00,2025-12-22 19:00:00,2025-12-22 16:50:00,2025-12-22 18:59:00,landed,B6,5,140
TU1641,TS-IOA,Djerba,Madrid,2025-12-22 16:54:00,2025-12-22 19:56:00,2025-12-22 16:54:00,2025-12-22 20:05:00,landed,D6,0,112
TU1642,TS-IMD,Sfax,Nice,2025-12-22 19:44:00,2025-12-22 22:11:00,2025-12-22 19:44:00,2025-12-22 22:19:00,landed,A2,0,100
TU1643,TS-IOA,Tunis,Barcelona,2025-12-22 19:55:00,2025-12-22 22:37:00,2025-12-22 20:15:00,2025-12-22 22:41:00,landed,A10,20,162
TU1644,TS-IMF,Monastir,Geneva,2025-12-22 22:28:00,2025-12-23 00:56:00,2025-12-22 22:28:00,2025-12-23 01:12:00,landed,A16,0,67
TU1645,TS-IMC,Enfidha,Doha,2025-12-23 06:22:00,2025-12-23 10:22:00,2025-12-23 06:22:00,2025-12-23 10:28:00,landed,A10,0,66
TU1646,TS-IMC,Enfidha,Doha,2025-12-23 08:11:00,2025-12-23 12:37:00,2025-12-23 08:26:00,2025-12-23 12:45:00,landed,D18,15,161
TU1647,TS-IMF,Tunis,London,2025-12-23 09:14:00,2025-12-23 11:26:00,2025-12-23 09:24:00,2025-12-23 11:38:00,landed,A14,10,124
TU1648,TS-IOD,Monastir,Dubai,2025-12-23 09:35:00,2025-12-23 13:06:00,2025-12-23 09:45:00,2025-12-23 13:12:00,landed,D6,10,165
TU1649,TS-IOC,Enfidha,London,2025-12-23 09:48:00,2025-12-23 12:33:00,2025-12-23 09:53:00,2025-12-23 12:31:00,landed,A8,5,92
TU1650,TS-IOA,Tunis,Brussels,2025-12-23 11:46:00,2025-12-23 13:49:00,2025-12-23 11:46:00,2025-12-23 13:46:00,landed,A23,0,134
TU1651,TS-IOA,Tunis,Rome,2025-12-23 18:03:00,2025-12-23 20:12:00,2025-12-23 18:18:00,2025-12-23 20:09:00,landed,C5,15,147
TU1652,TS-IME,Tunis,Venice,2025-12-23 18:46:00,2025-12-23 20:36:00,2025-12-23 18:46:00,2025-12-23 20:38:00,landed,B18,0,157
TU1653,TS-IMC,Djerba,Marseille,2025-12-23 18:58:00,2025-12-23 20:24:00,2025-12-23 18:58:00,2025-12-23 20:34:00,landed,B15,0,68
TU1654,TS-IMF,Sfax,Barcelona,2025-12-23 22:38:00,2025-12-24 00:58:00,2025-12-23 22:48:00,2025-12-24 00:58:00,landed,C18,10,177
TU1655,TS-IOA,Tunis,Zurich,2025-12-24 06:44:00,2025-12-24 09:12:00,2025-12-24 06:59:00,2025-12-24 09:27:00,landed,B22,15,171
TU1656,TS-IOD,Tunis,Marseille,2025-12-24 06:47:00,2025-12-24 08:36:00,2025-12-24 06:47:00,2025-12-24 08:49:00,landed,A14,0,144
TU1657,TS-IMD,Tunis,Zurich,2025-12-24 07:11:00,2025-12-24 08:51:00,2025-12-24 07:11:00,2025-12-24 08:52:00,landed,C1,0,30
TU1658,TS-IME,Enfidha,Algiers,2025-12-24 08:24:00,2025-12-24 10:04:00,2025-12-24 08:44:00,2025-12-24 10:11:00,landed,D24,20,146
TU1659,TS-IMC,Tunis,Abu Dhabi,2025-12-24 09:30:00,2025-12-24 12:38:00,2025-12-24 09:30:00,2025-12-24 12:56:00,landed,C16,0,134
TU1660,TS-IME,Monastir,Istanbul,2025-12-24 11:47:00,2025-12-24 16:35:00,,,delayed,A4,45,156
TU1661,TS-IMF,Enfidha,Geneva,2025-12-24 12:27:00,2025-12-24 14:10:00,,,delayed,A21,25,97
TU1662,TS-IMD,Monastir,Casablanca,2025-12-24 12:43:00,2025-12-24 15:59:00,2025-12-24 12:43:00,2025-12-24 16:08:00,landed,D17,0,113
TU1663,TS-IOB,Djerba,Dubai,2025-12-24 14:15:00,2025-12-24 17:39:00,,,delayed,B6,30,84
TU1664,TS-IOE,Monastir,London,2025-12-24 16:32:00,2025-12-24 18:39:00,2025-12-24 16:32:00,2025-12-24 18:37:00,landed,B2,0,108
TU1665,TS-IMD,Monastir,Istanbul,2025-12-24 20:32:00,2025-12-25 01:28:00,2025-12-24 20:37:00,2025-12-25 01:28:00,landed,D3,5,119
TU1666,TS-IOC,Sfax,Amsterdam,2025-12-25 05:45:00,2025-12-25 08:47:00,2025-12-25 05:45:00,2025-12-25 08:58:00,landed,C6,0,93
TU1667,TS-IOE,Monastir,Venice,2025-12-25 06:07:00,2025-12-25 08:19:00,2025-12-25 06:22:00,2025-12-25 08:22:00,landed,A5,15,53
TU1668,TS-IMF,Monastir,Cairo,2025-12-25 09:01:00,2025-12-25 13:21:00,2025-12-25 09:01:00,2025-12-25 13:21:00,landed,C11,0,138
