flight_number,employee_id,role,position
TU880,TU-FA012,flight_attendant,Position 4
TU881,TU-P002,captain,Left Seat
TU881,TU-FO002,first_officer,Right Seat
TU881,TU-CC001,cabin_chief,Position 1
TU881,TU-FA013,flight_attendant,Position 2
TU881,TU-FA001,flight_attendant,Position 3
TU882,TU-P003,captain,Left Seat
TU882,TU-FO003,first_officer,Right Seat
TU882,TU-CC002,cabin_chief,Position 1
TU882,TU-FA003,flight_attendant,Position 2
TU882,TU-FA004,flight_attendant,Position 3
TU882,TU-FA005,flight_attendant,Position 4
TU883,TU-P004,captain,Left Seat
TU883,TU-FO004,first_officer,Right Seat
TU883,TU-CC003,cabin_chief,Position 1
TU883,TU-FA007,flight_attendant,Position 2
TU883,TU-FA008,flight_attendant,Position 3
TU883,TU-FA009,flight_attendant,Position 4
TU884,TU-P001,captain,Left Seat
TU884,TU-FO005,first_officer,Right Seat
TU884,TU-CC001,cabin_chief,Position 1
TU884,TU-FA011,flight_attendant,Position 2
TU884,TU-FA012,flight_attendant,Position 3
TU885,TU-P002,captain,Left Seat
TU885,TU-FO001,first_officer,Right Seat
TU885,TU-CC002,cabin_chief,Position 1
TU885,TU-FA001,flight_attendant,Position 2
TU885,TU-FA002,flight_attendant,Position 3
TU885,TU-FA003,flight_attendant,Position 4
TU886,TU-P003,captain,Left Seat
TU886,TU-FO002,first_officer,Right Seat
TU886,TU-CC003,cabin_chief,Position 1
TU886,TU-FA004,flight_attendant,Position 2
TU886,TU-FA005,flight_attendant,Position 3
TU886,TU-FA007,flight_attendant,Position 4
TU887,TU-P004,captain,Left Seat
TU887,TU-FO003,first_officer,Right Seat
TU887,TU-CC001,cabin_chief,Position 1
TU887,TU-FA008,flight_attendant,Position 2
TU887,TU-FA009,flight_attendant,Position 3
TU888,TU-P001,captain,Left Seat
TU888,TU-FO004,first_officer,Right Seat
TU888,TU-CC002,cabin_chief,Position 1
TU888,TU-FA012,flight_attendant,Position 2
TU888,TU-FA013,flight_attendant,Position 3
TU888,TU-FA001,flight_attendant,Position 4
TU889,TU-P002,captain,Left Seat
TU889,TU-FO005,first_officer,Right Seat
TU889,TU-CC003,cabin_chief,Position 1
TU889,TU-FA002,flight_attendant,Position 2
TU889,TU-FA003,flight_attendant,Position 3
TU889,TU-FA004,flight_attendant,Position 4
TU890,TU-P003,captain,Left Seat
TU890,TU-FO001,first_officer,Right Seat
TU890,TU-CC001,cabin_chief,Position 1
TU890,TU-FA005,flight_attendant,Position 2
TU890,TU-FA007,flight_attendant,Position 3
TU891,TU-P004,captain,Left Seat
TU891,TU-FO002,first_officer,Right Seat
TU891,TU-CC002,cabin_chief,Position 1
TU891,TU-FA009,flight_attendant,Position 2
TU891,TU-FA011,flight_attendant,Position 3
TU891,TU-FA012,flight_attendant,Position 4
TU892,TU-P001,captain,Left Seat
TU892,TU-FO003,first_officer,Right Seat
TU892,TU-CC003,cabin_chief,Position 1
TU892,TU-FA013,flight_attendant,Position 2
TU892,TU-FA001,flight_attendant,Position 3
TU892,TU-FA002,flight_attendant,Position 4
TU893,TU-P002,captain,Left Seat
TU893,TU-FO004,first_officer,Right Seat
TU893,TU-CC001,cabin_chief,Position 1
TU893,TU-FA003,flight_attendant,Position 2
TU893,TU-FA004,flight_attendant,Position 3
TU894,TU-P003,captain,Left Seat
TU894,TU-FO005,first_officer,Right Seat
TU894,TU-CC002,cabin_chief,Position 1
TU894,TU-FA007,flight_attendant,Position 2
TU894,TU-FA008,flight_attendant,Position 3
TU894,TU-FA009,flight_attendant,Position 4
TU895,TU-P004,captain,Left Seat
TU895,TU-FO001,first_officer,Right Seat
TU895,TU-CC003,cabin_chief,Position 1
TU895,TU-FA011,flight_attendant,Position 2
TU895,TU-FA012,flight_attendant,Position 3
TU895,TU-FA013,flight_attendant,Position 4
TU896,TU-P001,captain,Left Seat
TU896,TU-FO002,first_officer,Right Seat
TU896,TU-CC001,cabin_chief,Position 1
TU896,TU-FA001,flight_attendant,Position 2
TU896,TU-FA002,flight_attendant,Position 3
TU897,TU-P002,captain,Left Seat
TU897,TU-FO003,first_officer,Right Seat
TU897,TU-CC002,cabin_chief,Position 1
TU897,TU-FA004,flight_attendant,Position 2
TU897,TU-FA005,flight_attendant,Position 3
TU897,TU-FA007,flight_attendant,Position 4
TU898,TU-P003,captain,Left Seat
TU898,TU-FO004,first_officer,Right Seat
TU898,TU-CC003,cabin_chief,Position 1
TU898,TU-FA008,flight_attendant,Position 2
TU898,TU-FA009,flight_attendant,Position 3
TU898,TU-FA011,flight_attendant,Position 4
TU899,TU-P004,captain,Left Seat
TU899,TU-FO005,first_officer,Right Seat
TU899,TU-CC001,cabin_chief,Position 1
TU899,TU-FA012,flight_attendant,Position 2
TU899,TU-FA013,flight_attendant,Position 3
TU900,TU-P001,captain,Left Seat
TU900,TU-FO001,first_officer,Right Seat
TU900,TU-CC002,cabin_chief,Position 1
TU900,TU-FA002,flight_attendant,Position 2
TU900,TU-FA003,flight_attendant,Position 3
TU900,TU-FA004,flight_attendant,Position 4
TU901,TU-P002,captain,Left Seat
TU901,TU-FO002,first_officer,Right Seat
TU901,TU-CC003,cabin_chief,Position 1
TU901,TU-FA005,flight_attendant,Position 2
TU901,TU-FA007,flight_attendant,Position 3
TU901,TU-FA008,flight_attendant,Position 4
TU902,TU-P003,captain,Left Seat
TU902,TU-FO003,first_officer,Right Seat
TU902,TU-CC001,cabin_chief,Position 1
TU902,TU-FA009,flight_attendant,Position 2
TU902,TU-FA011,flight_attendant,Position 3
TU903,TU-P004,captain,Left Seat
TU903,TU-FO004,first_officer,Right Seat
TU903,TU-CC002,cabin_chief,Position 1
TU903,TU-FA013,flight_attendant,Position 2
TU903,TU-FA001,flight_attendant,Position 3
TU903,TU-FA002,flight_attendant,Position 4
TU904,TU-P001,captain,Left Seat
TU904,TU-FO005,first_officer,Right Seat
TU904,TU-CC003,cabin_chief,Position 1
TU904,TU-FA003,flight_attendant,Position 2
TU904,TU-FA004,flight_attendant,Position 3
TU904,TU-FA005,flight_attendant,Position 4
TU905,TU-P002,captain,Left Seat
TU905,TU-FO001,first_officer,Right Seat
TU905,TU-CC001,cabin_chief,Position 1
TU905,TU-FA007,flight_attendant,Position 2
TU905,TU-FA008,flight_attendant,Position 3
TU906,TU-P003,captain,Left Seat
TU906,TU-FO002,first_officer,Right Seat
TU906,TU-CC002,cabin_chief,Position 1
TU906,TU-FA011,flight_attendant,Position 2
TU906,TU-FA012,flight_attendant,Position 3
TU906,TU-FA013,flight_attendant,Position 4
TU907,TU-P004,captain,Left Seat
TU907,TU-FO003,first_officer,Right Seat
TU907,TU-CC003,cabin_chief,Position 1
TU907,TU-FA001,flight_attendant,Position 2
TU907,TU-FA002,flight_attendant,Position 3
TU907,TU-FA003,flight_attendant,Position 4
TU908,TU-P001,captain,Left Seat
TU908,TU-FO004,first_officer,Right Seat
TU908,TU-CC001,cabin_chief,Position 1
TU908,TU-FA004,flight_attendant,Position 2
TU908,TU-FA005,flight_attendant,Position 3
TU909,TU-P002,captain,Left Seat
TU909,TU-FO005,first_officer,Right Seat
TU909,TU-CC002,cabin_chief,Position 1
TU909,TU-FA008,flight_attendant,Position 2
TU909,TU-FA009,flight_attendant,Position 3
TU909,TU-FA011,flight_attendant,Position 4
TU910,TU-P003,captain,Left Seat
TU910,TU-FO001,first_officer,Right Seat
TU910,TU-CC003,cabin_chief,Position 1
TU910,TU-FA012,flight_attendant,Position 2
TU910,TU-FA013,flight_attendant,Position 3
TU910,TU-FA001,flight_attendant,Position 4
TU911,TU-P004,captain,Left Seat
TU911,TU-FO002,first_officer,Right Seat
TU911,TU-CC001,cabin_chief,Position 1
TU911,TU-FA002,flight_attendant,Position 2
TU911,TU-FA003,flight_attendant,Position 3
TU912,TU-P001,captain,Left Seat
TU912,TU-FO003,first_officer,Right Seat
TU912,TU-CC002,cabin_chief,Position 1
TU912,TU-FA005,flight_attendant,Position 2
TU912,TU-FA007,flight_attendant,Position 3
TU912,TU-FA008,flight_attendant,Position 4
TU913,TU-P002,captain,Left Seat
TU913,TU-FO004,first_officer,Right Seat
TU913,TU-CC003,cabin_chief,Position 1
TU913,TU-FA009,flight_attendant,Position 2
TU913,TU-FA011,flight_attendant,Position 3
TU913,TU-FA012,flight_attendant,Position 4
TU914,TU-P003,captain,Left Seat
TU914,TU-FO005,first_officer,Right Seat
TU914,TU-CC001,cabin_chief,Position 1
TU914,TU-FA013,flight_attendant,Position 2
TU914,TU-FA001,flight_attendant,Position 3
TU915,TU-P004,captain,Left Seat
TU915,TU-FO001,first_officer,Right Seat
TU915,TU-CC002,cabin_chief,Position 1
TU915,TU-FA003,flight_attendant,Position 2
TU915,TU-FA004,flight_attendant,Position 3
TU915,TU-FA005,flight_attendant,Position 4
TU916,TU-P001,captain,Left Seat
TU916,TU-FO002,first_officer,Right Seat
TU916,TU-CC003,cabin_chief,Position 1
TU916,TU-FA007,flight_attendant,Position 2
TU916,TU-FA008,flight_attendant,Position 3
TU916,TU-FA009,flight_attendant,Position 4
TU917,TU-P002,captain,Left Seat
TU917,TU-FO003,first_officer,Right Seat
TU917,TU-CC001,cabin_chief,Position 1
TU917,TU-FA011,flight_attendant,Position 2
TU917,TU-FA012,flight_attendant,Position 3
TU918,TU-P003,captain,Left Seat
TU918,TU-FO004,first_officer,Right Seat
TU918,TU-CC002,cabin_chief,Position 1
TU918,TU-FA001,flight_attendant,Position 2
TU918,TU-FA002,flight_attendant,Position 3
TU918,TU-FA003,flight_attendant,Position 4
TU919,TU-P004,captain,Left Seat
TU919,TU-FO005,first_officer,Right Seat
TU919,TU-CC003,cabin_chief,Position 1
TU919,TU-FA004,flight_attendant,Position 2
TU919,TU-FA005,flight_attendant,Position 3
TU919,TU-FA007,flight_attendant,Position 4
TU920,TU-P001,captain,Left Seat
TU920,TU-FO001,first_officer,Right Seat
TU920,TU-CC001,cabin_chief,Position 1
TU920,TU-FA008,flight_attendant,Position 2
TU920,TU-FA009,flight_attendant,Position 3
TU921,TU-P002,captain,Left Seat
TU921,TU-FO002,first_officer,Right Seat
TU921,TU-CC002,cabin_chief,Position 1
TU921,TU-FA012,flight_attendant,Position 2
TU921,TU-FA013,flight_attendant,Position 3
TU921,TU-FA001,flight_attendant,Position 4
TU922,TU-P003,captain,Left Seat
TU922,TU-FO003,first_officer,Right Seat
TU922,TU-CC003,cabin_chief,Position 1
TU922,TU-FA002,flight_attendant,Position 2
TU922,TU-FA003,flight_attendant,Position 3
TU922,TU-FA004,flight_attendant,Position 4
TU923,TU-P004,captain,Left Seat
TU923,TU-FO004,first_officer,Right Seat
TU923,TU-CC001,cabin_chief,Position 1
TU923,TU-FA005,flight_attendant,Position 2
TU923,TU-FA007,flight_attendant,Position 3
TU924,TU-P001,captain,Left Seat
TU924,TU-FO005,first_officer,Right Seat
TU924,TU-CC002,cabin_chief,Position 1
TU924,TU-FA009,flight_attendant,Position 2
TU924,TU-FA011,flight_attendant,Position 3
TU924,TU-FA012,flight_attendant,Position 4
TU925,TU-P002,captain,Left Seat
TU925,TU-FO001,first_officer,Right Seat
TU925,TU-CC003,cabin_chief,Position 1
TU925,TU-FA013,flight_attendant,Position 2
TU925,TU-FA001,flight_attendant,Position 3
TU925,TU-FA002,flight_attendant,Position 4
TU926,TU-P003,captain,Left Seat
TU926,TU-FO002,first_officer,Right Seat
TU926,TU-CC001,cabin_chief,Position 1
TU926,TU-FA003,flight_attendant,Position 2
TU926,TU-FA004,flight_attendant,Position 3
TU927,TU-P004,captain,Left Seat
TU927,TU-FO003,first_officer,Right Seat
TU927,TU-CC002,cabin_chief,Position 1
TU927,TU-FA007,flight_attendant,Position 2
TU927,TU-FA008,flight_attendant,Position 3
TU927,TU-FA009,flight_attendant,Position 4
TU928,TU-P001,captain,Left Seat
TU928,TU-FO004,first_officer,Right Seat
TU928,TU-CC003,cabin_chief,Position 1
TU928,TU-FA011,flight_attendant,Position 2
TU928,TU-FA012,flight_attendant,Position 3
TU928,TU-FA013,flight_attendant,Position 4
TU929,TU-P002,captain,Left Seat
TU929,TU-FO005,first_officer,Right Seat
TU929,TU-CC001,cabin_chief,Position 1
TU929,TU-FA001,flight_attendant,Position 2
TU929,TU-FA002,flight_attendant,Position 3
TU930,TU-P003,captain,Left Seat
TU930,TU-FO001,first_officer,Right Seat
TU930,TU-CC002,cabin_chief,Position 1
TU930,TU-FA004,flight_attendant,Position 2
TU930,TU-FA005,flight_attendant,Position 3
TU930,TU-FA007,flight_attendant,Position 4
TU931,TU-P004,captain,Left Seat
TU931,TU-FO002,first_officer,Right Seat
TU931,TU-CC003,cabin_chief,Position 1
TU931,TU-FA008,flight_attendant,Position 2
TU931,TU-FA009,flight_attendant,Position 3
TU931,TU-FA011,flight_attendant,Position 4
TU932,TU-P001,captain,Left Seat
TU932,TU-FO003,first_officer,Right Seat
TU932,TU-CC001,cabin_chief,Position 1
TU932,TU-FA012,flight_attendant,Position 2
TU932,TU-FA013,flight_attendant,Position 3
TU933,TU-P002,captain,Left Seat
TU933,TU-FO004,first_officer,Right Seat
TU933,TU-CC002,cabin_chief,Position 1
TU933,TU-FA002,flight_attendant,Position 2
TU933,TU-FA003,flight_attendant,Position 3
TU933,TU-FA004,flight_attendant,Position 4
TU934,TU-P003,captain,Left Seat
TU934,TU-FO005,first_officer,Right Seat
TU934,TU-CC003,cabin_chief,Position 1
TU934,TU-FA005,flight_attendant,Position 2
TU934,TU-FA007,flight_attendant,Position 3
TU934,TU-FA008,flight_attendant,Position 4
TU935,TU-P004,captain,Left Seat
TU935,TU-FO001,first_officer,Right Seat
TU935,TU-CC001,cabin_chief,Position 1
TU935,TU-FA009,flight_attendant,Position 2
TU935,TU-FA011,flight_attendant,Position 3
TU936,TU-P001,captain,Left Seat
TU936,TU-FO002,first_officer,Right Seat
TU936,TU-CC002,cabin_chief,Position 1
TU936,TU-FA013,flight_attendant,Position 2
TU936,TU-FA001,flight_attendant,Position 3
TU936,TU-FA002,flight_attendant,Position 4
TU937,TU-P002,captain,Left Seat
TU937,TU-FO003,first_officer,Right Seat
TU937,TU-CC003,cabin_chief,Position 1
TU937,TU-FA003,flight_attendant,Position 2
TU937,TU-FA004,flight_attendant,Position 3
TU937,TU-FA005,flight_attendant,Position 4
TU938,TU-P003,captain,Left Seat
TU938,TU-FO004,first_officer,Right Seat
TU938,TU-CC001,cabin_chief,Position 1
TU938,TU-FA007,flight_attendant,Position 2
TU938,TU-FA008,flight_attendant,Position 3
TU939,TU-P004,captain,Left Seat
TU939,TU-FO005,first_officer,Right Seat
TU939,TU-CC002,cabin_chief,Position 1
TU939,TU-FA011,flight_attendant,Position 2
TU939,TU-FA012,flight_attendant,Position 3
TU939,TU-FA013,flight_attendant,Position 4
TU940,TU-P001,captain,Left Seat
TU940,TU-FO001,first_officer,Right Seat
TU940,TU-CC003,cabin_chief,Position 1
TU940,TU-FA001,flight_attendant,Position 2
TU940,TU-FA002,flight_attendant,Position 3
TU940,TU-FA003,flight_attendant,Position 4
TU941,TU-P002,captain,Left Seat
TU941,TU-FO002,first_officer,Right Seat
TU941,TU-CC001,cabin_chief,Position 1
TU941,TU-FA004,flight_attendant,Position 2
TU941,TU-FA005,flight_attendant,Position 3
TU942,TU-P003,captain,Left Seat
TU942,TU-FO003,first_officer,Right Seat
TU942,TU-CC002,cabin_chief,Position 1
TU942,TU-FA008,flight_attendant,Position 2
TU942,TU-FA009,flight_attendant,Position 3
TU942,TU-FA011,flight_attendant,Position 4
TU943,TU-P004,captain,Left Seat
TU943,TU-FO004,first_officer,Right Seat
TU943,TU-CC003,cabin_chief,Position 1
TU943,TU-FA012,flight_attendant,Position 2
TU943,TU-FA013,flight_attendant,Position 3
TU943,TU-FA001,flight_attendant,Position 4
TU944,TU-P001,captain,Left Seat
TU944,TU-FO005,first_officer,Right Seat
TU944,TU-CC001,cabin_chief,Position 1
TU944,TU-FA002,flight_attendant,Position 2
TU944,TU-FA003,flight_attendant,Position 3
TU945,TU-P002,captain,Left Seat
TU945,TU-FO001,first_officer,Right Seat
TU945,TU-CC002,cabin_chief,Position 1
TU945,TU-FA005,flight_attendant,Position 2
TU945,TU-FA007,flight_attendant,Position 3
TU945,TU-FA008,flight_attendant,Position 4
TU946,TU-P003,captain,Left Seat
TU946,TU-FO002,first_officer,Right Seat
TU946,TU-CC003,cabin_chief,Position 1
TU946,TU-FA009,flight_attendant,Position 2
TU946,TU-FA011,flight_attendant,Position 3
TU946,TU-FA012,flight_attendant,Position 4
TU947,TU-P004,captain,Left Seat
TU947,TU-FO003,first_officer,Right Seat
TU947,TU-CC001,cabin_chief,Position 1
TU947,TU-FA013,flight_attendant,Position 2
TU947,TU-FA001,flight_attendant,Position 3
TU948,TU-P001,captain,Left Seat
TU948,TU-FO004,first_officer,Right Seat
TU948,TU-CC002,cabin_chief,Position 1
TU948,TU-FA003,flight_attendant,Position 2
TU948,TU-FA004,flight_attendant,Position 3
TU948,TU-FA005,flight_attendant,Position 4
TU949,TU-P002,captain,Left Seat
TU949,TU-FO005,first_officer,Right Seat
TU949,TU-CC003,cabin_chief,Position 1
TU949,TU-FA007,flight_attendant,Position 2
TU949,TU-FA008,flight_attendant,Position 3
TU949,TU-FA009,flight_attendant,Position 4
TU950,TU-P003,captain,Left Seat
TU950,TU-FO001,first_officer,Right Seat
TU950,TU-CC001,cabin_chief,Position 1
TU950,TU-FA011,flight_attendant,Position 2
TU950,TU-FA012,flight_attendant,Position 3
TU951,TU-P004,captain,Left Seat
TU951,TU-FO002,first_officer,Right Seat
TU951,TU-CC002,cabin_chief,Position 1
TU951,TU-FA001,flight_attendant,Position 2
TU951,TU-FA002,flight_attendant,Position 3
TU951,TU-FA003,flight_attendant,Position 4
TU952,TU-P001,captain,Left Seat
TU952,TU-FO003,first_officer,Right Seat
TU952,TU-CC003,cabin_chief,Position 1
TU952,TU-FA004,flight_attendant,Position 2
TU952,TU-FA005,flight_attendant,Position 3
TU952,TU-FA007,flight_attendant,Position 4
TU953,TU-P002,captain,Left Seat
TU953,TU-FO004,first_officer,Right Seat
TU953,TU-CC001,cabin_chief,Position 1
TU953,TU-FA008,flight_attendant,Position 2
TU953,TU-FA009,flight_attendant,Position 3
TU954,TU-P003,captain,Left Seat
TU954,TU-FO005,first_officer,Right Seat
TU954,TU-CC002,cabin_chief,Position 1
TU954,TU-FA012,flight_attendant,Position 2
TU954,TU-FA013,flight_attendant,Position 3
TU954,TU-FA001,flight_attendant,Position 4
TU955,TU-P004,captain,Left Seat
TU955,TU-FO001,first_officer,Right Seat
TU955,TU-CC003,cabin_chief,Position 1
TU955,TU-FA002,flight_attendant,Position 2
TU955,TU-FA003,flight_attendant,Position 3
TU955,TU-FA004,flight_attendant,Position 4
TU956,TU-P001,captain,Left Seat
TU956,TU-FO002,first_officer,Right Seat
TU956,TU-CC001,cabin_chief,Position 1
TU956,TU-FA005,flight_attendant,Position 2
TU956,TU-FA007,flight_attendant,Position 3
TU957,TU-P002,captain,Left Seat
TU957,TU-FO003,first_officer,Right Seat
TU957,TU-CC002,cabin_chief,Position 1
TU957,TU-FA009,flight_attendant,Position 2
TU957,TU-FA011,flight_attendant,Position 3
TU957,TU-FA012,flight_attendant,Position 4
TU958,TU-P003,captain,Left Seat
TU958,TU-FO004,first_officer,Right Seat
TU958,TU-CC003,cabin_chief,Position 1
TU958,TU-FA013,flight_attendant,Position 2
TU958,TU-FA001,flight_attendant,Position 3
TU958,TU-FA002,flight_attendant,Position 4
TU959,TU-P004,captain,Left Seat
TU959,TU-FO005,first_officer,Right Seat
TU959,TU-CC001,cabin_chief,Position 1
TU959,TU-FA003,flight_attendant,Position 2
TU959,TU-FA004,flight_attendant,Position 3
TU960,TU-P001,captain,Left Seat
TU960,TU-FO001,first_officer,Right Seat
TU960,TU-CC002,cabin_chief,Position 1
TU960,TU-FA007,flight_attendant,Position 2
TU960,TU-FA008,flight_attendant,Position 3
TU960,TU-FA009,flight_attendant,Position 4
TU961,TU-P002,captain,Left Seat
TU961,TU-FO002,first_officer,Right Seat
TU961,TU-CC003,cabin_chief,Position 1
TU961,TU-FA011,flight_attendant,Position 2
TU961,TU-FA012,flight_attendant,Position 3
TU961,TU-FA013,flight_attendant,Position 4
TU962,TU-P003,captain,Left Seat
TU962,TU-FO003,first_officer,Right Seat
TU962,TU-CC001,cabin_chief,Position 1
TU962,TU-FA001,flight_attendant,Position 2
TU962,TU-FA002,flight_attendant,Position 3
TU963,TU-P004,captain,Left Seat
TU963,TU-FO004,first_officer,Right Seat
TU963,TU-CC002,cabin_chief,Position 1
TU963,TU-FA004,flight_attendant,Position 2
TU963,TU-FA005,flight_attendant,Position 3
TU963,TU-FA007,flight_attendant,Position 4
TU964,TU-P001,captain,Left Seat
TU964,TU-FO005,first_officer,Right Seat
TU964,TU-CC003,cabin_chief,Position 1
TU964,TU-FA008,flight_attendant,Position 2
TU964,TU-FA009,flight_attendant,Position 3
